9.581857593449 0.4483652593258 0.2591151198554   -0.001280354149248 0.001267134904102   2.102916219067 -6.180934616416   0.5068381126893 0.2610542199389   
9.644689446521 0.4602305081915 0.2552943339234   -0.001309814556181 0.001206053353734   2.309524303107 -6.78706584574   0.5148557916619 0.2536588359523   
9.707521299592 0.4723848020928 0.251427234115   -0.001336114123433 0.001146647626613   2.528604875962 -7.371187053269   0.5229338060864 0.2464063988487   
9.770353152664 0.4847942094358 0.247524535383   -0.001359382518709 0.001089041544381   2.758360341634 -7.932880776219   0.5310618800421 0.2392926756851   
9.833185005736 0.4974249884402 0.2435952107164   -0.001379747741512 0.001033336959247   2.997097628258 -8.471869431365   0.5392303384559 0.2323131858643   
9.896016858808 0.5102438358309 0.2396466729358   -0.001397335186208 0.0009796154916153   3.243231832997 -8.987999114724   0.5474300770312 0.2254632645094   
9.95884871188 0.5232180996154 0.2356849581232   -0.001412266927708 0.0009279402023967   3.495288016213 -9.481224525818   0.5556525320557 0.21873811774   
10.02168056495 0.5363159573837 0.2317149066147   -0.001424661194656 0.0008783571924619   3.751901422943 -9.951595075894   0.5638896506333 0.212132870853   
10.08451241802 0.5495065644564 0.2277403376965   -0.001434632002441 0.0008308971225647   4.011816416409 -10.39924219073   0.5721338620908 0.2056426101742   
10.1473442711 0.5627601741833 0.2237642153455   -0.001442288921157 0.000785576652501   4.273884332814 -10.82436777107   0.5803780501493 0.1992624193988   
10.21017612417 0.5760482338879 0.2197888030017   -0.001447736954829 0.0007423997974406   4.537060484737 -11.22723379183   0.5886155266058 0.1929874109998   
10.27300797724 0.5893434588125 0.2158158059976   -0.001451076513114 0.000701359203108   4.800400473542 -11.60815296725   0.5968400059918 0.1868127533096   
10.33583983031 0.6026198869314 0.2118465008624   -0.001452403456915 0.0006624373404962   5.063055984121 -11.96748043799   0.605045581758 0.1807336937168   
10.39867168338 0.6158529174595 0.2078818509303   -0.001451809203323 0.0006256076224025   5.324270199232 -12.30560640257   0.6132267038509 0.1747455784119   
10.46150353645 0.6290193344948 0.2039226084687   -0.00144938087658 0.0005908354454471   5.583372935261 -12.62294961881   0.6213781574873 0.1688438690685   
